Shortest Distance to Surfaces Surfaces=Surfaces 1,Intensity Sum Ch=2 Img=2,Channel,Image,ID,Surpass Object,Surpass Object Data ID
-6.25,6.24e4,2,Image 2,323964,All AuNP,200001
-7.81,1.36e5,2,Image 2,323965,All AuNP,200001
-22,8.78e4,2,Image 2,323966,All AuNP,200001
-9.14,5.71e4,2,Image 2,323967,All AuNP,200001
-12.4,4.33e5,2,Image 2,323968,All AuNP,200001
-6.47,1.97e5,2,Image 2,323969,All AuNP,200001
-11.1,9.82e4,2,Image 2,323970,All AuNP,200001
-12.2,1.01e5,2,Image 2,323971,All AuNP,200001
-14.4,4.22e5,2,Image 2,323972,All AuNP,200001
-11.6,1.76e5,2,Image 2,323973,All AuNP,200001
-15.6,1.33e5,2,Image 2,323974,All AuNP,200001
1.21,2.85e5,2,Image 2,323975,All AuNP,200001
-9.32,1.16e5,2,Image 2,323976,All AuNP,200001
1.01,3.73e4,2,Image 2,323977,All AuNP,200001
-5.65,8.41e4,2,Image 2,323978,All AuNP,200001
-12.9,1.59e5,2,Image 2,323979,All AuNP,200001
-16.9,7.88e4,2,Image 2,323980,All AuNP,200001
-10.2,1.00e5,2,Image 2,323981,All AuNP,200001
-1.78,3.18e4,2,Image 2,323982,All AuNP,200001
-8.79,3.29e4,2,Image 2,323983,All AuNP,200001
-0.495,3.84e4,2,Image 2,323984,All AuNP,200001
-14.8,1.05e5,2,Image 2,323985,All AuNP,200001
-4.47,3.93e4,2,Image 2,323986,All AuNP,200001
-10.5,9.16e4,2,Image 2,323987,All AuNP,200001
-12.3,1.42e5,2,Image 2,323988,All AuNP,200001
-8.27,7.20e4,2,Image 2,323989,All AuNP,200001
-3.24,4.14e4,2,Image 2,323990,All AuNP,200001
-16.6,1.13e5,2,Image 2,323991,All AuNP,200001
-2.26,3.77e4,2,Image 2,323992,All AuNP,200001
-0.411,7.53e4,2,Image 2,323993,All AuNP,200001
-18.1,6.40e4,2,Image 2,323994,All AuNP,200001
-0.88,7.38e4,2,Image 2,323995,All AuNP,200001
-3.23,3.69e4,2,Image 2,323996,All AuNP,200001
-24.3,1.07e5,2,Image 2,323997,All AuNP,200001
-18.5,8.54e4,2,Image 2,323998,All AuNP,200001
-17.1,1.32e5,2,Image 2,323999,All AuNP,200001
-12.1,7.12e4,2,Image 2,324000,All AuNP,200001
-8.11,8.74e4,2,Image 2,324001,All AuNP,200001
-10,8.53e4,2,Image 2,324002,All AuNP,200001
-31.9,3.15e4,2,Image 2,324003,All AuNP,200001
-37.4,4.10e4,2,Image 2,324004,All AuNP,200001
-18.9,5.90e4,2,Image 2,324005,All AuNP,200001
-16.6,7.95e4,2,Image 2,324006,All AuNP,200001
-19.3,1.23e5,2,Image 2,324007,All AuNP,200001
-7.05,8.93e4,2,Image 2,324008,All AuNP,200001
-18.2,4.32e4,2,Image 2,324009,All AuNP,200001
-30.2,4.58e4,2,Image 2,324010,All AuNP,200001
-30,5.43e4,2,Image 2,324011,All AuNP,200001
-12.7,7.60e4,2,Image 2,324012,All AuNP,200001
-36.8,5.25e4,2,Image 2,324013,All AuNP,200001
-21.1,4.71e4,2,Image 2,324014,All AuNP,200001
-22.1,3.82e4,2,Image 2,324015,All AuNP,200001
-27.1,5.22e4,2,Image 2,324016,All AuNP,200001
-13.3,1.06e5,2,Image 2,324017,All AuNP,200001
-19.5,4.99e4,2,Image 2,324018,All AuNP,200001
-2.71,4.23e4,2,Image 2,324019,All AuNP,200001
-10,1.36e5,2,Image 2,324020,All AuNP,200001
-0.871,8.79e4,2,Image 2,324021,All AuNP,200001
-6.02,9.09e4,2,Image 2,324022,All AuNP,200001
-7.06,1.40e5,2,Image 2,324023,All AuNP,200001
-13.1,3.65e4,2,Image 2,324024,All AuNP,200001
-13.3,9.59e4,2,Image 2,324025,All AuNP,200001
-18.8,4.82e4,2,Image 2,324026,All AuNP,200001
-13.1,8.41e4,2,Image 2,324027,All AuNP,200001
-18.2,7.56e4,2,Image 2,324028,All AuNP,200001
-10.8,1.42e5,2,Image 2,324029,All AuNP,200001
-18.4,4.69e4,2,Image 2,324030,All AuNP,200001
0.565,4.57e4,2,Image 2,324031,All AuNP,200001
-20,7.54e4,2,Image 2,324032,All AuNP,200001
-3.88,5.07e4,2,Image 2,324033,All AuNP,200001
-0.632,4.15e4,2,Image 2,324034,All AuNP,200001
-24.2,4.61e4,2,Image 2,324035,All AuNP,200001
-24.5,5.98e4,2,Image 2,324036,All AuNP,200001
-17.8,8.43e4,2,Image 2,324037,All AuNP,200001
-9.21,8.23e4,2,Image 2,324038,All AuNP,200001
-16.2,5.97e4,2,Image 2,324039,All AuNP,200001
-17.1,4.03e4,2,Image 2,324040,All AuNP,200001
-13.6,5.67e4,2,Image 2,324041,All AuNP,200001
-2,5.28e4,2,Image 2,324042,All AuNP,200001
-8.29,9.22e4,2,Image 2,324043,All AuNP,200001
-14.1,5.28e4,2,Image 2,324044,All AuNP,200001
-17,6.22e4,2,Image 2,324045,All AuNP,200001
-9.61,1.03e5,2,Image 2,324046,All AuNP,200001
-9.39,1.86e5,2,Image 2,324047,All AuNP,200001
-28.6,7.55e4,2,Image 2,324048,All AuNP,200001
-1.13,2.46e5,2,Image 2,324049,All AuNP,200001
-3.13,4.98e4,2,Image 2,324050,All AuNP,200001
-8.02,5.21e5,2,Image 2,324051,All AuNP,200001
-14.8,1.70e5,2,Image 2,324052,All AuNP,200001
-16.4,1.90e5,2,Image 2,324053,All AuNP,200001
-5.68,5.41e4,2,Image 2,324054,All AuNP,200001
-17.2,6.29e4,2,Image 2,324055,All AuNP,200001
-14.5,5.86e4,2,Image 2,324056,All AuNP,200001
-9.42,2.11e5,2,Image 2,324057,All AuNP,200001
-7.36,1.25e5,2,Image 2,324058,All AuNP,200001
-4.72,1.46e5,2,Image 2,324059,All AuNP,200001
-22.2,5.41e4,2,Image 2,324060,All AuNP,200001
-22.5,4.55e4,2,Image 2,324061,All AuNP,200001
-0.317,2.33e5,2,Image 2,324062,All AuNP,200001
-10.8,8.97e4,2,Image 2,324063,All AuNP,200001
-13.3,3.35e4,2,Image 2,324064,All AuNP,200001
-11.4,8.00e4,2,Image 2,324065,All AuNP,200001
-20.7,3.79e4,2,Image 2,324066,All AuNP,200001
-8.13,5.59e4,2,Image 2,324067,All AuNP,200001
-11.8,5.66e5,2,Image 2,324068,All AuNP,200001
-14.7,9.01e5,2,Image 2,324069,All AuNP,200001
-2.23,1.80e5,2,Image 2,324070,All AuNP,200001
-4.76,1.17e5,2,Image 2,324071,All AuNP,200001
-15.6,5.69e4,2,Image 2,324072,All AuNP,200001
-6.79,7.63e4,2,Image 2,324073,All AuNP,200001
-11.7,1.93e5,2,Image 2,324074,All AuNP,200001
-23.7,5.38e4,2,Image 2,324075,All AuNP,200001
-3.21,7.78e4,2,Image 2,324076,All AuNP,200001
-14.4,1.06e5,2,Image 2,324077,All AuNP,200001
-16.6,5.44e4,2,Image 2,324078,All AuNP,200001
-21.4,4.28e4,2,Image 2,324079,All AuNP,200001
-14.9,9.65e4,2,Image 2,324080,All AuNP,200001
-5.99,5.88e4,2,Image 2,324081,All AuNP,200001
-8.93,1.00e5,2,Image 2,324082,All AuNP,200001
-16.9,5.78e5,2,Image 2,324083,All AuNP,200001
-2.14,1.31e5,2,Image 2,324084,All AuNP,200001
-29.1,5.81e4,2,Image 2,324085,All AuNP,200001
-0.592,1.14e5,2,Image 2,324086,All AuNP,200001
-15.7,1.12e5,2,Image 2,324087,All AuNP,200001
-1.67,4.72e4,2,Image 2,324088,All AuNP,200001
-7.13,5.38e4,2,Image 2,324089,All AuNP,200001
-1.32,5.27e4,2,Image 2,324090,All AuNP,200001
-4.91,4.93e4,2,Image 2,324091,All AuNP,200001
-9.9,8.82e4,2,Image 2,324092,All AuNP,200001
-22.7,1.23e5,2,Image 2,324093,All AuNP,200001
-15.3,1.10e5,2,Image 2,324094,All AuNP,200001
-11.1,1.26e5,2,Image 2,324095,All AuNP,200001
-16.4,6.21e4,2,Image 2,324096,All AuNP,200001
-16.3,2.42e5,2,Image 2,324097,All AuNP,200001
-1.66,9.97e4,2,Image 2,324098,All AuNP,200001
-9.37,2.44e5,2,Image 2,324099,All AuNP,200001
-6.16,4.79e4,2,Image 2,324100,All AuNP,200001
-15.5,1.82e5,2,Image 2,324101,All AuNP,200001
-9.08,9.05e4,2,Image 2,324102,All AuNP,200001
-6.8,1.40e5,2,Image 2,324103,All AuNP,200001
-16.5,4.13e4,2,Image 2,324104,All AuNP,200001
0.583,5.61e4,2,Image 2,324105,All AuNP,200001
-2.8,4.94e4,2,Image 2,324106,All AuNP,200001
-24.2,5.48e4,2,Image 2,324107,All AuNP,200001
-7.16,9.50e4,2,Image 2,324108,All AuNP,200001
-15,1.16e5,2,Image 2,324109,All AuNP,200001
4.12,5.19e4,2,Image 2,324110,All AuNP,200001
-2.03,4.05e4,2,Image 2,324111,All AuNP,200001
-16.8,9.84e4,2,Image 2,324112,All AuNP,200001
-4.99,5.51e4,2,Image 2,324113,All AuNP,200001
1.31,7.98e4,2,Image 2,324114,All AuNP,200001
-17.6,6.22e4,2,Image 2,324115,All AuNP,200001
-10.2,1.04e5,2,Image 2,324116,All AuNP,200001
-2.32,1.72e5,2,Image 2,324117,All AuNP,200001
-4.34,4.77e4,2,Image 2,324118,All AuNP,200001
-1.1,6.63e4,2,Image 2,324119,All AuNP,200001
2.49,8.94e4,2,Image 2,324120,All AuNP,200001
-1.65,4.07e5,2,Image 2,324121,All AuNP,200001
-6.27,5.65e5,2,Image 2,324122,All AuNP,200001
-16.4,1.11e5,2,Image 2,324123,All AuNP,200001
-9.87,7.36e4,2,Image 2,324124,All AuNP,200001
-14.6,5.42e4,2,Image 2,324125,All AuNP,200001
-2.98,1.57e5,2,Image 2,324126,All AuNP,200001
-9.18,1.32e5,2,Image 2,324127,All AuNP,200001
-2.92,1.72e5,2,Image 2,324128,All AuNP,200001
-1.49,1.77e5,2,Image 2,324129,All AuNP,200001
-16.2,1.08e5,2,Image 2,324130,All AuNP,200001
-2,5.32e4,2,Image 2,324131,All AuNP,200001
-3.93,2.57e5,2,Image 2,324132,All AuNP,200001
-16.8,4.02e4,2,Image 2,324133,All AuNP,200001
-10.5,2.92e5,2,Image 2,324134,All AuNP,200001
-7.32,1.39e5,2,Image 2,324135,All AuNP,200001
3.82,5.60e4,2,Image 2,324136,All AuNP,200001
2.18,4.25e4,2,Image 2,324137,All AuNP,200001
0.244,6.77e4,2,Image 2,324138,All AuNP,200001
-1.28,4.66e4,2,Image 2,324139,All AuNP,200001
-1.18,3.93e4,2,Image 2,324140,All AuNP,200001
-1.41,3.88e4,2,Image 2,324141,All AuNP,200001
6.12,4.87e4,2,Image 2,324142,All AuNP,200001
-0.265,7.80e4,2,Image 2,324143,All AuNP,200001
6.08,4.90e4,2,Image 2,324144,All AuNP,200001
1.31,6.82e4,2,Image 2,324145,All AuNP,200001
-2.79,5.63e4,2,Image 2,324146,All AuNP,200001
3.16,4.93e4,2,Image 2,324147,All AuNP,200001
-5.82,4.21e4,2,Image 2,324148,All AuNP,200001
-11.9,1.79e5,2,Image 2,324149,All AuNP,200001
-16.5,1.51e6,2,Image 2,324150,All AuNP,200001
-13.7,7.40e5,2,Image 2,324151,All AuNP,200001
-0.345,5.58e5,2,Image 2,324152,All AuNP,200001
-26.7,4.67e5,2,Image 2,324153,All AuNP,200001
-9.47,9.35e4,2,Image 2,324154,All AuNP,200001
-8.32,5.79e4,2,Image 2,324155,All AuNP,200001
-5.26,1.98e5,2,Image 2,324156,All AuNP,200001
-16.2,2.06e5,2,Image 2,324157,All AuNP,200001
-10.4,7.96e4,2,Image 2,324158,All AuNP,200001
-8.61,6.47e4,2,Image 2,324159,All AuNP,200001
-3.12,3.68e5,2,Image 2,324160,All AuNP,200001
-3.75,7.03e5,2,Image 2,324161,All AuNP,200001
-1.46,7.25e4,2,Image 2,324162,All AuNP,200001
-14.4,4.16e5,2,Image 2,324163,All AuNP,200001
-16.9,1.02e5,2,Image 2,324164,All AuNP,200001
-17.1,8.21e5,2,Image 2,324165,All AuNP,200001
-22,4.91e5,2,Image 2,324166,All AuNP,200001
-33.6,2.42e5,2,Image 2,324167,All AuNP,200001
-19.7,5.75e5,2,Image 2,324168,All AuNP,200001
-22.4,3.37e5,2,Image 2,324169,All AuNP,200001
-3.87,5.92e4,2,Image 2,324170,All AuNP,200001
-9.6,5.88e4,2,Image 2,324171,All AuNP,200001
-7.79,6.11e4,2,Image 2,324172,All AuNP,200001
-15.4,6.59e4,2,Image 2,324173,All AuNP,200001
-7.48,1.66e5,2,Image 2,324174,All AuNP,200001
-14.8,4.85e4,2,Image 2,324175,All AuNP,200001
-26.6,1.64e5,2,Image 2,324176,All AuNP,200001
-11.7,4.81e4,2,Image 2,324177,All AuNP,200001
-23.9,5.50e5,2,Image 2,324178,All AuNP,200001
-21.7,6.36e5,2,Image 2,324179,All AuNP,200001
-5.95,4.27e4,2,Image 2,324180,All AuNP,200001
-15.8,6.72e4,2,Image 2,324181,All AuNP,200001
-22,1.08e5,2,Image 2,324182,All AuNP,200001
-21,1.93e5,2,Image 2,324183,All AuNP,200001
-17.7,2.13e5,2,Image 2,324184,All AuNP,200001
-20.1,9.45e4,2,Image 2,324185,All AuNP,200001
-16,1.04e5,2,Image 2,324186,All AuNP,200001
-6.38,1.03e5,2,Image 2,324187,All AuNP,200001
-15.5,1.25e5,2,Image 2,324188,All AuNP,200001
-6.89,1.00e5,2,Image 2,324189,All AuNP,200001
-18.5,1.49e5,2,Image 2,324190,All AuNP,200001
-8.62,4.94e4,2,Image 2,324191,All AuNP,200001
-17.3,7.14e4,2,Image 2,324192,All AuNP,200001
-11.8,1.77e5,2,Image 2,324193,All AuNP,200001
-11.8,2.27e5,2,Image 2,324194,All AuNP,200001
-9.36,3.75e4,2,Image 2,324195,All AuNP,200001
-11.3,1.76e5,2,Image 2,324196,All AuNP,200001
-12.2,1.33e5,2,Image 2,324197,All AuNP,200001
-10.9,1.41e5,2,Image 2,324198,All AuNP,200001
-10.6,5.06e4,2,Image 2,324199,All AuNP,200001
-19.9,1.04e5,2,Image 2,324200,All AuNP,200001
-16.6,6.76e4,2,Image 2,324201,All AuNP,200001
-15,3.61e4,2,Image 2,324202,All AuNP,200001
-12.7,1.27e5,2,Image 2,324203,All AuNP,200001
-31.8,8.03e4,2,Image 2,324204,All AuNP,200001
-0.85,2.67e5,2,Image 2,324205,All AuNP,200001
-14.2,6.48e4,2,Image 2,324206,All AuNP,200001
-5.94,9.45e4,2,Image 2,324207,All AuNP,200001
-4.88,5.21e4,2,Image 2,324208,All AuNP,200001
-1.59,1.26e5,2,Image 2,324209,All AuNP,200001
-23,1.07e5,2,Image 2,324210,All AuNP,200001
-0.359,5.12e4,2,Image 2,324211,All AuNP,200001
-25.8,7.86e4,2,Image 2,324212,All AuNP,200001
-12.5,8.63e4,2,Image 2,324213,All AuNP,200001
-28.9,2.94e5,2,Image 2,324214,All AuNP,200001
-15.3,2.24e5,2,Image 2,324215,All AuNP,200001
-1.72,1.54e5,2,Image 2,324216,All AuNP,200001
-1.08,8.22e4,2,Image 2,324217,All AuNP,200001
-8.65,5.24e4,2,Image 2,324218,All AuNP,200001
-6.28,7.58e4,2,Image 2,324219,All AuNP,200001
-2.89,8.89e4,2,Image 2,324220,All AuNP,200001
-5.26,5.37e4,2,Image 2,324221,All AuNP,200001
-3.52,4.80e4,2,Image 2,324222,All AuNP,200001
-3.49,5.76e4,2,Image 2,324223,All AuNP,200001
-1.58,5.19e4,2,Image 2,324224,All AuNP,200001
-17.4,7.63e4,2,Image 2,324225,All AuNP,200001
-25.4,7.14e4,2,Image 2,324226,All AuNP,200001
-2.12,5.16e4,2,Image 2,324227,All AuNP,200001
-10.4,7.63e4,2,Image 2,324228,All AuNP,200001
-0.214,4.18e5,2,Image 2,324229,All AuNP,200001
-14.6,4.26e4,2,Image 2,324230,All AuNP,200001
-8.74,6.46e4,2,Image 2,324231,All AuNP,200001
-9.55,4.63e4,2,Image 2,324232,All AuNP,200001
-30.5,6.21e4,2,Image 2,324233,All AuNP,200001
-10.1,1.33e5,2,Image 2,324234,All AuNP,200001
-25.2,4.87e5,2,Image 2,324235,All AuNP,200001
-6.49,4.27e4,2,Image 2,324236,All AuNP,200001
-26.9,8.87e4,2,Image 2,324237,All AuNP,200001
-10.5,3.61e4,2,Image 2,324238,All AuNP,200001
-6.41,5.40e5,2,Image 2,324239,All AuNP,200001
-23.2,7.54e4,2,Image 2,324240,All AuNP,200001
-14.4,6.36e4,2,Image 2,324241,All AuNP,200001
-18.3,4.54e4,2,Image 2,324242,All AuNP,200001
-13.6,8.36e4,2,Image 2,324243,All AuNP,200001
-19.2,9.60e4,2,Image 2,324244,All AuNP,200001
-1.09,3.90e4,2,Image 2,324245,All AuNP,200001
-8.72,5.36e4,2,Image 2,324246,All AuNP,200001
-6.46,8.10e4,2,Image 2,324247,All AuNP,200001
-9.79,7.69e4,2,Image 2,324248,All AuNP,200001
-26.5,8.83e4,2,Image 2,324249,All AuNP,200001
-11.4,5.78e4,2,Image 2,324250,All AuNP,200001
-4.04,2.02e5,2,Image 2,324251,All AuNP,200001
0.241,3.88e4,2,Image 2,324252,All AuNP,200001
-1.5,1.45e5,2,Image 2,324253,All AuNP,200001
-11.6,6.43e4,2,Image 2,324254,All AuNP,200001
-14.9,6.96e4,2,Image 2,324255,All AuNP,200001
-17.2,3.65e4,2,Image 2,324256,All AuNP,200001
-12,4.61e4,2,Image 2,324257,All AuNP,200001
-8.91,2.80e5,2,Image 2,324258,All AuNP,200001
-3.2,1.24e5,2,Image 2,324259,All AuNP,200001
-11.5,4.35e4,2,Image 2,324260,All AuNP,200001
-6.77,3.63e5,2,Image 2,324261,All AuNP,200001
-22.2,1.62e5,2,Image 2,324262,All AuNP,200001
-9.09,3.99e4,2,Image 2,324263,All AuNP,200001
-8.95,6.40e4,2,Image 2,324264,All AuNP,200001
-4.72,4.75e4,2,Image 2,324265,All AuNP,200001
-17.3,3.65e4,2,Image 2,324266,All AuNP,200001
-9,4.18e5,2,Image 2,324267,All AuNP,200001
-4.81,4.82e4,2,Image 2,324268,All AuNP,200001
-15.4,1.72e5,2,Image 2,324269,All AuNP,200001
-7.91,4.56e4,2,Image 2,324270,All AuNP,200001
-24.1,4.59e4,2,Image 2,324271,All AuNP,200001
-13.9,1.60e5,2,Image 2,324272,All AuNP,200001
-12.2,5.50e4,2,Image 2,324273,All AuNP,200001
1.21,1.89e5,2,Image 2,324274,All AuNP,200001
-12.1,3.29e5,2,Image 2,324275,All AuNP,200001
0.469,8.21e5,2,Image 2,324276,All AuNP,200001
-10.8,1.80e5,2,Image 2,324277,All AuNP,200001
0.0458,9.52e4,2,Image 2,324278,All AuNP,200001
-12.1,2.37e5,2,Image 2,324279,All AuNP,200001
-13,2.62e5,2,Image 2,324280,All AuNP,200001
-13.6,1.70e5,2,Image 2,324281,All AuNP,200001
-6.04,4.11e5,2,Image 2,324282,All AuNP,200001
-1.69,9.98e4,2,Image 2,324283,All AuNP,200001
-12.8,4.40e4,2,Image 2,324284,All AuNP,200001
-14.2,4.15e4,2,Image 2,324285,All AuNP,200001
-5.02,3.68e4,2,Image 2,324286,All AuNP,200001
-0.0698,1.14e5,2,Image 2,324287,All AuNP,200001
-3.54,1.12e5,2,Image 2,324288,All AuNP,200001
-4.13,6.58e4,2,Image 2,324289,All AuNP,200001
-18.8,2.22e5,2,Image 2,324290,All AuNP,200001
-8.16,1.22e5,2,Image 2,324291,All AuNP,200001
-4.34,9.09e4,2,Image 2,324292,All AuNP,200001
-22.8,1.49e5,2,Image 2,324293,All AuNP,200001
-17.8,1.44e5,2,Image 2,324294,All AuNP,200001
-2.66,5.20e4,2,Image 2,324295,All AuNP,200001
-12.7,1.18e5,2,Image 2,324296,All AuNP,200001
-11.8,1.27e5,2,Image 2,324297,All AuNP,200001
-6.02,5.49e4,2,Image 2,324298,All AuNP,200001
-6.91,1.48e5,2,Image 2,324299,All AuNP,200001
-6.31,7.18e4,2,Image 2,324300,All AuNP,200001
-0.0979,8.29e4,2,Image 2,324301,All AuNP,200001
-0.577,5.33e4,2,Image 2,324302,All AuNP,200001
-8.92,5.52e4,2,Image 2,324303,All AuNP,200001
-13.7,5.15e4,2,Image 2,324304,All AuNP,200001
-1.94,1.11e5,2,Image 2,324305,All AuNP,200001
-11.5,6.76e4,2,Image 2,324306,All AuNP,200001
-14.6,1.40e5,2,Image 2,324307,All AuNP,200001
-2.26,7.90e4,2,Image 2,324308,All AuNP,200001
-5.5,7.19e4,2,Image 2,324309,All AuNP,200001
-15.2,1.14e5,2,Image 2,324310,All AuNP,200001
-17.6,4.63e4,2,Image 2,324311,All AuNP,200001
0.539,8.57e4,2,Image 2,324312,All AuNP,200001
-39.6,3.78e4,2,Image 2,324313,All AuNP,200001
-1.49,4.75e4,2,Image 2,324314,All AuNP,200001
-6.09,5.14e4,2,Image 2,324315,All AuNP,200001
-10.9,8.65e4,2,Image 2,324316,All AuNP,200001
-6.6,1.18e5,2,Image 2,324317,All AuNP,200001
-3.85,3.78e4,2,Image 2,324318,All AuNP,200001
-9.62,6.95e4,2,Image 2,324319,All AuNP,200001
-26.5,6.31e4,2,Image 2,324320,All AuNP,200001
-9.08,1.32e5,2,Image 2,324321,All AuNP,200001
-3.58,5.31e4,2,Image 2,324322,All AuNP,200001
-5.97,4.98e5,2,Image 2,324323,All AuNP,200001
-10.9,8.15e4,2,Image 2,324324,All AuNP,200001
-21.3,5.30e4,2,Image 2,324325,All AuNP,200001
-0.892,5.65e4,2,Image 2,324326,All AuNP,200001
-42,4.95e4,2,Image 2,324327,All AuNP,200001
-16.3,7.33e4,2,Image 2,324328,All AuNP,200001
-6.48,9.47e4,2,Image 2,324329,All AuNP,200001
-11.9,5.39e4,2,Image 2,324330,All AuNP,200001
-1.86,1.67e5,2,Image 2,324331,All AuNP,200001
-9.14,6.80e4,2,Image 2,324332,All AuNP,200001
-17,1.12e5,2,Image 2,324333,All AuNP,200001
-19,6.81e4,2,Image 2,324334,All AuNP,200001
-29.7,6.79e4,2,Image 2,324335,All AuNP,200001
-4.14,8.78e4,2,Image 2,324336,All AuNP,200001
-18.8,4.25e4,2,Image 2,324337,All AuNP,200001
-24.3,3.58e4,2,Image 2,324338,All AuNP,200001
-4.17,3.70e4,2,Image 2,324339,All AuNP,200001
-5.04,4.25e4,2,Image 2,324340,All AuNP,200001
-0.996,4.18e4,2,Image 2,324341,All AuNP,200001
-2.51,1.45e5,2,Image 2,324342,All AuNP,200001
-10.1,9.64e4,2,Image 2,324343,All AuNP,200001
-11.2,2.68e5,2,Image 2,324344,All AuNP,200001
-16.2,5.56e4,2,Image 2,324345,All AuNP,200001
-4.16,1.95e5,2,Image 2,324346,All AuNP,200001
-4.51,2.56e5,2,Image 2,324347,All AuNP,200001
-0.139,6.87e4,2,Image 2,324348,All AuNP,200001
-12.3,6.32e4,2,Image 2,324349,All AuNP,200001
-12.9,4.61e4,2,Image 2,324350,All AuNP,200001
-4.16,2.50e5,2,Image 2,324351,All AuNP,200001
-2.47,1.28e5,2,Image 2,324352,All AuNP,200001
-3.88,1.63e5,2,Image 2,324353,All AuNP,200001
-18.9,2.66e5,2,Image 2,324354,All AuNP,200001
-9.73,1.95e5,2,Image 2,324355,All AuNP,200001
-19.5,3.82e5,2,Image 2,324356,All AuNP,200001
-7.51,8.66e4,2,Image 2,324357,All AuNP,200001
-6.49,7.62e4,2,Image 2,324358,All AuNP,200001
-4.09,6.48e4,2,Image 2,324359,All AuNP,200001
-8.75,9.36e4,2,Image 2,324360,All AuNP,200001
-6,7.78e4,2,Image 2,324361,All AuNP,200001
-3.46,6.64e4,2,Image 2,324362,All AuNP,200001
-6.12,6.39e4,2,Image 2,324363,All AuNP,200001
-1.42,8.70e4,2,Image 2,324364,All AuNP,200001
-6.67,5.14e4,2,Image 2,324365,All AuNP,200001
-4.54,4.67e4,2,Image 2,324366,All AuNP,200001
-23.5,1.35e5,2,Image 2,324367,All AuNP,200001
-15.2,3.74e4,2,Image 2,324368,All AuNP,200001
-4.56,1.01e5,2,Image 2,324369,All AuNP,200001
-24,1.07e5,2,Image 2,324370,All AuNP,200001
-14.6,1.62e5,2,Image 2,324371,All AuNP,200001
-1.41,1.35e5,2,Image 2,324372,All AuNP,200001
-10.5,5.02e4,2,Image 2,324373,All AuNP,200001
-8.12,5.84e4,2,Image 2,324374,All AuNP,200001
-2.44,1.32e5,2,Image 2,324375,All AuNP,200001
-1.27,5.18e4,2,Image 2,324376,All AuNP,200001
-0.987,4.37e4,2,Image 2,324377,All AuNP,200001
-10.9,1.39e5,2,Image 2,324378,All AuNP,200001
-2.83,1.56e5,2,Image 2,324379,All AuNP,200001
-14,1.50e5,2,Image 2,324380,All AuNP,200001
-4.59,2.16e5,2,Image 2,324381,All AuNP,200001
-8.85,1.27e5,2,Image 2,324382,All AuNP,200001
-8.67,1.07e5,2,Image 2,324383,All AuNP,200001
-1.85,1.13e5,2,Image 2,324384,All AuNP,200001
-7.51,2.95e5,2,Image 2,324385,All AuNP,200001
-2.52,3.83e4,2,Image 2,324386,All AuNP,200001
-10.9,1.23e5,2,Image 2,324387,All AuNP,200001
-5.97,1.51e5,2,Image 2,324388,All AuNP,200001
-6.28,9.04e4,2,Image 2,324389,All AuNP,200001
-6.56,1.36e5,2,Image 2,324390,All AuNP,200001
-1.4,8.39e4,2,Image 2,324391,All AuNP,200001
-2.06,5.82e4,2,Image 2,324392,All AuNP,200001
-5.76,6.43e4,2,Image 2,324393,All AuNP,200001
-5.33,5.87e4,2,Image 2,324394,All AuNP,200001
-1.01,8.00e4,2,Image 2,324395,All AuNP,200001
-1.74,1.04e5,2,Image 2,324396,All AuNP,200001
-5.86,3.27e5,2,Image 2,324397,All AuNP,200001
-7.28,5.89e4,2,Image 2,324398,All AuNP,200001
-0.793,2.08e5,2,Image 2,324399,All AuNP,200001
-4.42,6.38e4,2,Image 2,324400,All AuNP,200001
-4.52,5.24e4,2,Image 2,324401,All AuNP,200001
-0.621,8.52e4,2,Image 2,324402,All AuNP,200001
-11.1,7.47e4,2,Image 2,324403,All AuNP,200001
-8.15,1.70e5,2,Image 2,324404,All AuNP,200001
-10.7,4.75e4,2,Image 2,324405,All AuNP,200001
-3.09,5.01e4,2,Image 2,324406,All AuNP,200001
-3.63,5.15e4,2,Image 2,324407,All AuNP,200001
-4.92,4.61e4,2,Image 2,324408,All AuNP,200001
-7.4,6.58e4,2,Image 2,324409,All AuNP,200001
-18.6,7.26e4,2,Image 2,324410,All AuNP,200001
-24.3,5.96e4,2,Image 2,324411,All AuNP,200001
-14.1,2.68e5,2,Image 2,324412,All AuNP,200001
-23.6,7.69e4,2,Image 2,324413,All AuNP,200001
-13.2,7.67e4,2,Image 2,324414,All AuNP,200001
-16.2,1.44e5,2,Image 2,324415,All AuNP,200001
-8.17,5.10e4,2,Image 2,324416,All AuNP,200001
-28.2,9.85e4,2,Image 2,324417,All AuNP,200001
-1.99,9.31e4,2,Image 2,324418,All AuNP,200001
-26.7,8.74e4,2,Image 2,324419,All AuNP,200001
-23.1,4.73e4,2,Image 2,324420,All AuNP,200001
-4.98,5.96e4,2,Image 2,324421,All AuNP,200001
-10.7,5.20e4,2,Image 2,324422,All AuNP,200001
-22.4,3.84e4,2,Image 2,324423,All AuNP,200001
-10.1,1.42e5,2,Image 2,324424,All AuNP,200001
-6.1,4.96e4,2,Image 2,324425,All AuNP,200001
-11.5,5.01e4,2,Image 2,324426,All AuNP,200001
-12.7,7.22e4,2,Image 2,324427,All AuNP,200001
-20.3,1.47e5,2,Image 2,324428,All AuNP,200001
-3.29,7.41e4,2,Image 2,324429,All AuNP,200001
